SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;latitude;longitude;
1513353119.446579;1513353119.446579;1513353119.446625;57.77337154493465;12.76687512235394;
1513353119.456587;1513353119.456587;1513353119.45663;57.77337154493465;12.76687512235394;
1513353119.466564;1513353119.466564;1513353119.466603;57.77337154493465;12.76687512235394;
1513353119.476569;1513353119.476569;1513353119.476612;57.77337154493465;12.76687512235394;
1513353119.486574;1513353119.486574;1513353119.48663;57.77337154493465;12.76687512235394;
1513353119.496519;1513353119.496519;1513353119.496557;57.77337154493465;12.76687512235394;
1513353119.506559;1513353119.506559;1513353119.506596;57.77337154493465;12.76688512235394;
1513353119.517304;1513353119.517304;1513353119.519889;57.77337154493465;12.76688512235394;
1513353119.52661;1513353119.52661;1513353119.526651;57.77337154493465;12.76688512235394;
1513353119.53675;1513353119.53675;1513353119.538763;57.77337154493465;12.76688512235394;
1513353119.546595;1513353119.546595;1513353119.546636;57.77337154493465;12.76688512235394;
1513353119.556573;1513353119.556573;1513353119.556609;57.77337154493465;12.76688512235394;
1513353119.566594;1513353119.566594;1513353119.566659;57.77337154493465;12.76688512235394;
1513353119.576576;1513353119.576576;1513353119.576637;57.77337154493465;12.76688512235394;
1513353119.58658;1513353119.58658;1513353119.586617;57.77337154493465;12.76688512235394;
1513353119.596597;1513353119.596597;1513353119.596648;57.77337154493465;12.76688512235394;
1513353119.606563;1513353119.606563;1513353119.606599;57.77337154493465;12.76688512235394;
1513353119.616814;1513353119.616814;1513353119.616879;57.77337154493465;12.76688512235394;
1513353119.62656;1513353119.62656;1513353119.626603;57.77337154493465;12.76689512235394;
1513353119.636559;1513353119.636559;1513353119.636597;57.77337154493465;12.76689512235394;
1513353119.646566;1513353119.646566;1513353119.646605;57.77337154493465;12.76689512235394;
1513353119.656575;1513353119.656575;1513353119.656633;57.77337154493465;12.76689512235394;
1513353119.666672;1513353119.666672;1513353119.666733;57.77337154493465;12.76689512235394;
1513353119.676566;1513353119.676566;1513353119.676606;57.77337154493465;12.76689512235394;
1513353119.686654;1513353119.686654;1513353119.686704;57.77337154493465;12.76689512235394;
1513353119.696561;1513353119.696561;1513353119.696599;57.77337154493465;12.76689512235394;
1513353119.706565;1513353119.706565;1513353119.706614;57.77337154493465;12.76689512235394;
1513353119.716577;1513353119.716577;1513353119.716628;57.77337154493465;12.76689512235394;
1513353119.726559;1513353119.726559;1513353119.726619;57.77337154493465;12.76689512235394;
1513353119.736557;1513353119.736557;1513353119.736594;57.77337154493465;12.76689512235394;
1513353119.746573;1513353119.746573;1513353119.746612;57.77337154493465;12.76689512235394;
1513353119.756564;1513353119.756564;1513353119.756603;57.77337154493465;12.76689512235394;
1513353119.766585;1513353119.766585;1513353119.766652;57.77337154493465;12.76690512235394;
1513353119.776736;1513353119.776736;1513353119.776775;57.77337154493465;12.76690512235394;
1513353119.786666;1513353119.786666;1513353119.786704;57.77337154493465;12.76690512235394;
1513353119.796587;1513353119.796587;1513353119.796636;57.77337154493465;12.76690512235394;
1513353119.806563;1513353119.806563;1513353119.806599;57.77337154493465;12.76690512235394;
1513353119.81654;1513353119.81654;1513353119.816579;57.77337154493465;12.76690512235394;
1513353119.826563;1513353119.826563;1513353119.826599;57.77337154493465;12.76690512235394;
