SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;vehicleID;entryTime.seconds;entryTime.microseconds;exitTime.seconds;exitTime.microseconds;
1513353121.719647;1513353121.720844;1513353121.72091;120;1513353136;715713;1513353141;715713;
1513353121.719647;1513353121.721118;1513353121.721171;120;1513353136;715713;1513353141;715713;
1513353127.545939;1513353127.551282;1513353127.55135;123;1513353141;716518;1513353146;716518;
1513353127.545939;1513353127.551838;1513353127.551908;123;1513353141;716518;1513353146;716518;
1513353127.801645;1513353127.802217;1513353127.802271;122;1513353136;716518;1513353141;716518;
1513353127.801645;1513353127.802493;1513353127.802544;122;1513353136;716518;1513353141;716518;
1513353128.624153;1513353128.716633;1513353128.716713;121;1513353141;716518;1513353146;716518;
1513353128.624153;1513353128.717717;1513353128.717784;121;1513353141;716518;1513353146;716518;
