SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;vehicleID;plannedTrajectory;velocity;distanceToIntersection;
1513353128.621056;1513353128.621056;1513353128.621093;121;ES;11.27498147989671;94.84819525064758;
1513353129.62096;1513353129.62096;1513353129.621018;121;ES;11.27441315317627;83.6847004990118;
1513353130.62145;1513353130.62145;1513353130.621502;121;ES;9.921587318114645;72.89968829052873;
1513353131.620993;1513353131.620993;1513353131.621032;121;ES;8.448362919851562;63.70929136369419;
1513353132.620977;1513353132.620977;1513353132.621014;121;ES;6.981893856926457;56.05698263142699;
1513353133.620957;1513353133.620957;1513353133.621005;121;ES;5.523110717504565;49.7276489883389;
1513353134.620957;1513353134.620957;1513353134.620995;121;ES;4.529215353053546;44.82499468473512;
1513353135.620951;1513353135.620951;1513353135.620998;121;ES;4.501700084462565;40.29020285957768;
1513353136.621007;1513353136.621007;1513353136.621045;121;ES;4.773329380864245;35.70025519025398;
1513353137.620997;1513353137.620997;1513353137.62105;121;ES;5.555340062513876;30.55250565927477;
1513353138.621326;1513353138.621326;1513353138.621371;121;ES;6.478352675549957;24.54553699881174;
1513353139.621067;1513353139.621067;1513353139.621105;121;ES;7.748339850841951;17.48100750798415;
1513353140.62101;1513353140.62101;1513353140.621048;121;ES;9.070844451834155;9.04533097288973;
