SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;vehicleID;plannedTrajectory;velocity;distanceToIntersection;
1513353128.621056;1513353128.622875;1513353128.622936;121;ES;11.27498147989671;94.84819525064758;
1513353128.621056;1513353128.623684;1513353128.623885;121;ES;11.27498147989671;94.84819525064758;
1513353129.62096;1513353129.621547;1513353129.621601;121;ES;11.27441315317627;83.6847004990118;
1513353129.62096;1513353129.622654;1513353129.622713;121;ES;11.27441315317627;83.6847004990118;
1513353130.62145;1513353130.622129;1513353130.622194;121;ES;9.921587318114645;72.89968829052873;
1513353130.62145;1513353130.622562;1513353130.622627;121;ES;9.921587318114645;72.89968829052873;
1513353131.620993;1513353131.621767;1513353131.621839;121;ES;8.448362919851562;63.70929136369419;
1513353131.620993;1513353131.623091;1513353131.62315;121;ES;8.448362919851562;63.70929136369419;
1513353132.620977;1513353132.622111;1513353132.622178;121;ES;6.981893856926457;56.05698263142699;
1513353132.620977;1513353132.622425;1513353132.622473;121;ES;6.981893856926457;56.05698263142699;
1513353133.620957;1513353133.622164;1513353133.622235;121;ES;5.523110717504565;49.7276489883389;
1513353133.620957;1513353133.622558;1513353133.622611;121;ES;5.523110717504565;49.7276489883389;
1513353134.620957;1513353134.622087;1513353134.622145;121;ES;4.529215353053546;44.82499468473512;
1513353134.620957;1513353134.62256;1513353134.62263;121;ES;4.529215353053546;44.82499468473512;
1513353135.620951;1513353135.621968;1513353135.622008;121;ES;4.501700084462565;40.29020285957768;
1513353135.620951;1513353135.622168;1513353135.622206;121;ES;4.501700084462565;40.29020285957768;
1513353136.621007;1513353136.621691;1513353136.62176;121;ES;4.773329380864245;35.70025519025398;
1513353136.621007;1513353136.622291;1513353136.622345;121;ES;4.773329380864245;35.70025519025398;
1513353137.620997;1513353137.62296;1513353137.623032;121;ES;5.555340062513876;30.55250565927477;
1513353137.620997;1513353137.623869;1513353137.623925;121;ES;5.555340062513876;30.55250565927477;
1513353138.621326;1513353138.622144;1513353138.622208;121;ES;6.478352675549957;24.54553699881174;
1513353138.621326;1513353138.622894;1513353138.622943;121;ES;6.478352675549957;24.54553699881174;
1513353139.621067;1513353139.621956;1513353139.622012;121;ES;7.748339850841951;17.48100750798415;
1513353139.621067;1513353139.622277;1513353139.622334;121;ES;7.748339850841951;17.48100750798415;
1513353140.62101;1513353140.621625;1513353140.621684;121;ES;9.070844451834155;9.04533097288973;
1513353140.62101;1513353140.623495;1513353140.623546;121;ES;9.070844451834155;9.04533097288973;
