SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;vehicleID;plannedTrajectory;velocity;distanceToIntersection;
1513353127.544647;1513353127.545386;1513353127.545444;123;WS;11.27691211780414;89.29272289981085;
1513353127.544647;1513353127.545668;1513353127.545722;123;WS;11.27691211780414;89.29272289981085;
1513353128.544789;1513353128.545361;1513353128.545415;123;WS;11.26498572905107;78.13336101205708;
1513353128.544789;1513353128.545722;1513353128.545772;123;WS;11.26498572905107;78.13336101205708;
1513353129.544596;1513353129.545892;1513353129.545949;123;WS;9.606790882719872;67.59058297329884;
1513353129.544596;1513353129.546639;1513353129.546697;123;WS;9.606790882719872;67.59058297329884;
1513353130.544626;1513353130.545309;1513353130.545351;123;WS;7.818602697125781;58.8539273306033;
1513353130.544626;1513353130.545882;1513353130.545936;123;WS;7.818602697125781;58.8539273306033;
1513353131.544627;1513353131.546029;1513353131.546083;123;WS;6.052063300209631;51.89289193176495;
1513353131.544627;1513353131.54634;1513353131.546392;123;WS;6.052063300209631;51.89289193176495;
1513353132.544619;1513353132.545573;1513353132.545629;123;WS;4.299392525184114;46.6915732784305;
1513353132.544619;1513353132.546138;1513353132.546194;123;WS;4.299392525184114;46.6915732784305;
1513353133.544558;1513353133.54563;1513353133.545688;123;WS;3.075611744039457;43.07803510471928;
1513353133.544558;1513353133.546093;1513353133.546147;123;WS;3.075611744039457;43.07803510471928;
1513353134.544624;1513353134.545511;1513353134.545633;123;WS;3.041819087423139;40.0503123952407;
1513353134.544624;1513353134.546507;1513353134.546568;123;WS;3.041819087423139;40.0503123952407;
1513353135.544606;1513353135.545799;1513353135.545835;123;WS;3.308121218630244;36.92378981642003;
1513353135.544606;1513353135.546003;1513353135.546037;123;WS;3.308121218630244;36.92378981642003;
1513353136.544625;1513353136.545508;1513353136.54558;123;WS;4.077623494778627;33.25399902464932;
1513353136.544625;1513353136.545797;1513353136.545844;123;WS;4.077623494778627;33.25399902464932;
1513353137.544617;1513353137.545756;1513353137.545806;123;WS;5.030063567309391;28.75129205630972;
1513353137.544617;1513353137.545966;1513353137.546022;123;WS;5.030063567309391;28.75129205630972;
1513353138.544621;1513353138.545839;1513353138.545903;123;WS;6.121426460663272;23.22096550967908;
1513353138.544621;1513353138.546679;1513353138.546741;123;WS;6.121426460663272;23.22096550967908;
1513353139.544603;1513353139.54569;1513353139.545747;123;WS;7.603139979810184;16.40630791151412;
1513353139.544603;1513353139.545968;1513353139.546002;123;WS;7.603139979810184;16.40630791151412;
1513353140.54461;1513353140.545464;1513353140.545542;123;WS;9.010861204639115;8.080941201447303;
1513353140.54461;1513353140.546785;1513353140.546818;123;WS;9.010861204639115;8.080941201447303;
