SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;currentLocation;intersectionLocation;errAngle;errDistance;
1513353114.552731;1513353114.552731;1513353114.552799;0;184.1933504601446;-0.2760088955818614;0;
1513353114.562637;1513353114.562637;1513353114.562673;0;184.1933504601446;-0.2760088955818614;0;
1513353114.572643;1513353114.572643;1513353114.572681;0;184.1933504601446;-0.2760088955818614;0;
1513353114.582644;1513353114.582644;1513353114.582683;0;184.1933504601446;-0.2760088955818614;0;
1513353114.59265;1513353114.59265;1513353114.592688;0;184.1933504601446;-0.2760088955818614;0;
1513353114.602625;1513353114.602625;1513353114.602667;0;184.1933504601446;-0.2760088955818614;0;
1513353114.612608;1513353114.612608;1513353114.612644;0;184.1933504601446;-0.2760088955818614;0;
1513353114.622632;1513353114.622632;1513353114.622668;0;184.1933504601446;-0.2760088955818614;0;
1513353114.632639;1513353114.632639;1513353114.632676;0;184.1933504601446;-0.2760088955818614;0;
1513353114.642635;1513353114.642635;1513353114.642672;0;184.1933504601446;-0.2760088955818614;0;
1513353114.652642;1513353114.652642;1513353114.65268;0;184.1933504601446;-0.2760088955818614;0;
1513353114.662647;1513353114.662647;1513353114.662687;0;184.1933504601446;-0.2760088955818614;0;
1513353114.672636;1513353114.672636;1513353114.672673;0;184.1933504601446;-0.2760088955818614;0;
1513353114.682652;1513353114.682652;1513353114.682692;0;184.1933504601446;-0.2760088955818614;0;
1513353114.692648;1513353114.692648;1513353114.692686;0;184.1933504601446;-0.2760088955818614;0;
1513353114.702647;1513353114.702647;1513353114.702687;0;184.1933504601446;-0.2760088955818614;0;
1513353114.712645;1513353114.712645;1513353114.712682;0;184.1933504601446;-0.2760088955818614;0;
1513353114.722644;1513353114.722644;1513353114.722683;0;184.1933504601446;-0.2760088955818614;0;
1513353114.732653;1513353114.732653;1513353114.732692;0;184.1933504601446;-0.2760088955818614;0;
1513353114.742629;1513353114.742629;1513353114.742668;0;184.1933504601446;-0.2760088955818614;0;
1513353114.752637;1513353114.752637;1513353114.752674;0;184.1933504601446;-0.2760088955818614;0;
1513353114.762642;1513353114.762642;1513353114.762681;0;184.1933504601446;-0.2760088955818614;0;
1513353114.772644;1513353114.772644;1513353114.772681;0;184.1933504601446;-0.2760088955818614;0;
1513353114.782683;1513353114.782683;1513353114.782721;0;184.1933504601446;-0.2760088955818614;0;
1513353114.792666;1513353114.792666;1513353114.792712;0;184.1933504601446;-0.2760088955818614;0;
1513353114.802694;1513353114.802694;1513353114.802757;0;184.1933504601446;-0.2760088955818614;0;
1513353114.812636;1513353114.812636;1513353114.812676;0;184.1933504601446;-0.2760088955818614;0;
1513353114.822631;1513353114.822631;1513353114.82267;0;184.1933504601446;-0.2760088955818614;0;
1513353114.832643;1513353114.832643;1513353114.832682;0;184.1933504601446;-0.2760088955818614;0;
1513353114.842683;1513353114.842683;1513353114.842756;0;184.1933504601446;-0.2760088955818614;0;
