SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;groundSpeed;
1513353118.072599;1513353118.072599;1513353118.072638;4.999403533789361;
1513353118.082919;1513353118.082919;1513353118.082985;5.001918591299198;
1513353118.092742;1513353118.092742;1513353118.092784;5.007171096559905;
1513353118.102644;1513353118.102644;1513353118.102701;5.014882448560234;
1513353118.112559;1513353118.112559;1513353118.112627;5.024801482707752;
1513353118.122993;1513353118.122993;1513353118.123031;5.036702456516528;
1513353118.132473;1513353118.132473;1513353118.13251;5.050382689515874;
1513353118.143121;1513353118.143121;1513353118.143175;5.065660208386815;
1513353118.152654;1513353118.152654;1513353118.152712;5.082371548100374;
1513353118.162692;1513353118.162692;1513353118.162752;5.100369760778484;
1513353118.172627;1513353118.172627;1513353118.172665;5.119522640774513;
1513353118.182648;1513353118.182648;1513353118.182687;5.139711151963315;
1513353118.192525;1513353118.192525;1513353118.192584;5.160828037486167;
1513353118.202465;1513353118.202465;1513353118.202503;5.182776591562583;
1513353118.212475;1513353118.212475;1513353118.212513;5.205469571776516;
1513353118.22247;1513353118.22247;1513353118.222534;5.228828234284297;
1513353118.232442;1513353118.232442;1513353118.232499;5.252781476438074;
1513353118.24247;1513353118.24247;1513353118.242531;5.277265072366748;
1513353118.252454;1513353118.252454;1513353118.252501;5.302220990697717;
1513353118.262458;1513353118.262458;1513353118.262521;5.327596784007418;
1513353118.27246;1513353118.27246;1513353118.272527;5.353345041739638;
1513353118.28246;1513353118.28246;1513353118.282522;5.379422898729445;
1513353118.292457;1513353118.292457;1513353118.29252;5.405791594325964;
1513353118.302461;1513353118.302461;1513353118.302522;5.432416074599023;
1513353118.312517;1513353118.312517;1513353118.312555;5.459264635365414;
1513353118.322431;1513353118.322431;1513353118.322494;5.48630859946232;
1513353118.332451;1513353118.332451;1513353118.33251;5.51352202628784;
1513353118.34248;1513353118.34248;1513353118.342542;5.54088144958299;
1513353118.352576;1513353118.352576;1513353118.352644;5.568365640324064;
1513353118.362478;1513353118.362478;1513353118.36254;5.59595539303692;
1513353118.372433;1513353118.372433;1513353118.37248;5.623633332762702;
1513353118.382456;1513353118.382456;1513353118.382512;5.651383740004952;
1513353118.392446;1513353118.392446;1513353118.392506;5.679192393531544;
1513353118.402451;1513353118.402451;1513353118.402512;5.707046427298591;
1513353118.412463;1513353118.412463;1513353118.412524;5.734934201334715;
1513353118.422493;1513353118.422493;1513353118.422555;5.762845185472207;
1513353118.432529;1513353118.432529;1513353118.432589;5.790769853505002;
1513353118.442485;1513353118.442485;1513353118.442543;5.818695617570935;
1513353118.452443;1513353118.452443;1513353118.452477;5.846608394882747;
1513353118.462562;1513353118.462562;1513353118.462631;5.874495512174991;
1513353118.472512;1513353118.472512;1513353118.472556;5.902345571596101;
1513353118.482461;1513353118.482461;1513353118.482501;5.930148329533763;
1513353118.49243;1513353118.49243;1513353118.49249;5.957894586616095;
1513353118.502467;1513353118.502467;1513353118.502523;5.985576088477552;
1513353118.512456;1513353118.512456;1513353118.512512;6.013185435962233;
1513353118.522468;1513353118.522468;1513353118.522526;6.040716003154299;
1513353118.532444;1513353118.532444;1513353118.532669;6.068161864266337;
1513353118.542512;1513353118.542512;1513353118.542551;6.095517726704586;
1513353118.55247;1513353118.55247;1513353118.552542;6.122778870547934;
1513353118.562537;1513353118.562537;1513353118.562597;6.149941093871941;
1513353118.572639;1513353118.572639;1513353118.572702;6.17700066329068;
1513353118.582479;1513353118.582479;1513353118.58254;6.203954269202363;
1513353118.592466;1513353118.592466;1513353118.592529;6.230798985284175;
1513353118.602475;1513353118.602475;1513353118.602524;6.257532231556163;
1513353118.612616;1513353118.612616;1513353118.612673;6.284151741373768;
1513353118.622475;1513353118.622475;1513353118.622535;6.310655531507576;
1513353118.632455;1513353118.632455;1513353118.632514;6.33704187803388;
1513353118.64268;1513353118.64268;1513353118.642743;6.363309280625643;
1513353118.652481;1513353118.652481;1513353118.652541;6.389456455654169;
1513353118.662467;1513353118.662467;1513353118.662506;6.415482301028289;
1513353118.672458;1513353118.672458;1513353118.672497;6.44138588927238;
1513353118.682476;1513353118.682476;1513353118.68254;6.467166444262652;
1513353118.692446;1513353118.692446;1513353118.69251;6.492836254071451;
1513353118.702465;1513353118.702465;1513353118.702519;6.518380599050261;
1513353118.712436;1513353118.712436;1513353118.712496;6.54379920615275;
1513353118.722458;1513353118.722458;1513353118.722512;6.569091892997251;
1513353118.732447;1513353118.732447;1513353118.73251;6.59425855854031;
1513353118.742475;1513353118.742475;1513353118.74254;6.619299175398204;
1513353118.752466;1513353118.752466;1513353118.752528;6.644213782451828;
1513353118.762491;1513353118.762491;1513353118.762551;6.669002477967016;
1513353118.772506;1513353118.772506;1513353118.772564;6.693665413863837;
1513353118.782469;1513353118.782469;1513353118.782538;6.718202790337705;
1513353118.792439;1513353118.792439;1513353118.792495;6.742614850532203;
1513353118.802422;1513353118.802422;1513353118.802482;6.766901876461128;
1513353118.812659;1513353118.812659;1513353118.812697;6.791064184866599;
1513353118.822464;1513353118.822464;1513353118.822522;6.8151021237311;
1513353118.832491;1513353118.832491;1513353118.83255;6.839016068891277;
1513353118.842471;1513353118.842471;1513353118.842529;6.86280642076462;
1513353118.852459;1513353118.852459;1513353118.852504;6.886473602348362;
1513353118.862422;1513353118.862422;1513353118.862483;6.910018055993802;
1513353118.872469;1513353118.872469;1513353118.872522;6.933440241932765;
1513353118.882497;1513353118.882497;1513353118.88256;6.956740635759812;
1513353118.892459;1513353118.892459;1513353118.89252;6.979919726880954;
