SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;velocity;
1513353115.544561;1513353115.544561;1513353115.544599;11.11111111111111;
1513353116.54458;1513353116.54458;1513353116.544619;11.11111111111111;
1513353117.544573;1513353117.544573;1513353117.544611;11.11111111111111;
1513353118.544598;1513353118.544598;1513353118.544635;11.11111111111111;
1513353119.544626;1513353119.544626;1513353119.544663;11.11111111111111;
1513353120.544575;1513353120.544575;1513353120.544612;11.11111111111111;
1513353121.544576;1513353121.544576;1513353121.544612;11.11111111111111;
1513353122.544629;1513353122.544629;1513353122.544667;11.11111111111111;
1513353123.544609;1513353123.544609;1513353123.544647;11.11111111111111;
1513353124.544573;1513353124.544573;1513353124.544616;11.11111111111111;
1513353125.544634;1513353125.544634;1513353125.544674;11.11111111111111;
1513353126.544573;1513353126.544573;1513353126.544612;11.11111111111111;
