SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;acceleration;steering;isValid;
1513353115.065629;1513353115.065629;1513353115.065691;3;-0.5504419;1;
1513353115.075582;1513353115.075582;1513353115.075622;3;-0.5504735;1;
1513353115.08561;1513353115.08561;1513353115.085647;3;-0.5505043;1;
1513353115.095572;1513353115.095572;1513353115.095609;3;-0.5505346;1;
1513353115.105523;1513353115.105523;1513353115.105565;3;-0.5505643;1;
1513353115.115554;1513353115.115554;1513353115.115591;3;-0.5505934;1;
1513353115.125563;1513353115.125563;1513353115.1256;3;-0.5506218;1;
1513353115.135581;1513353115.135581;1513353115.135623;3;-0.5506498;1;
1513353115.145553;1513353115.145553;1513353115.145597;3;-0.5506771;1;
1513353115.155662;1513353115.155662;1513353115.155701;3;-0.5507039;1;
1513353115.16557;1513353115.16557;1513353115.165607;3;-0.5507302;1;
1513353115.175567;1513353115.175567;1513353115.175605;3;-0.550756;1;
1513353115.185567;1513353115.185567;1513353115.185606;3;-0.5507812;1;
1513353115.195567;1513353115.195567;1513353115.195606;3;-0.5508059;1;
1513353115.205633;1513353115.205633;1513353115.205672;3;-0.5508302;1;
1513353115.215565;1513353115.215565;1513353115.215604;3;-0.5508539;1;
1513353115.22557;1513353115.22557;1513353115.225609;3;-0.5508772;1;
1513353115.235567;1513353115.235567;1513353115.235607;3;-0.5509;1;
1513353115.245568;1513353115.245568;1513353115.245607;3;-0.5509223;1;
1513353115.255577;1513353115.255577;1513353115.255616;3;-0.5509443;1;
1513353115.265583;1513353115.265583;1513353115.265648;3;-0.5509657;1;
1513353115.275581;1513353115.275581;1513353115.27563;3;-0.5509868;1;
1513353115.28557;1513353115.28557;1513353115.285611;3;-0.5510074;1;
1513353115.295562;1513353115.295562;1513353115.2956;3;-0.5510276;1;
1513353115.305561;1513353115.305561;1513353115.305597;3;-0.5510474;1;
1513353115.315538;1513353115.315538;1513353115.315576;3;-0.5510668;1;
1513353115.325603;1513353115.325603;1513353115.325643;3;-0.5510858;1;
1513353115.335573;1513353115.335573;1513353115.335611;3;-0.5511045;1;
1513353115.345568;1513353115.345568;1513353115.345607;3;-0.5511227;1;
1513353115.355565;1513353115.355565;1513353115.355602;3;-0.5511407;1;
1513353115.365591;1513353115.365591;1513353115.365629;3;-0.5511582;1;
1513353115.375572;1513353115.375572;1513353115.375609;3;-0.5511754;1;
1513353115.385571;1513353115.385571;1513353115.385608;3;-0.5511922;1;
1513353115.395611;1513353115.395611;1513353115.39568;3;-0.5512087;1;
1513353115.405575;1513353115.405575;1513353115.40562;3;-0.5512249;1;
1513353115.415572;1513353115.415572;1513353115.415611;3;-0.5512408;1;
1513353115.425577;1513353115.425577;1513353115.425628;3;-0.5512563;1;
1513353115.435556;1513353115.435556;1513353115.435606;3;-0.5512716;1;
1513353115.445552;1513353115.445552;1513353115.44559;3;-0.5512865;1;
1513353115.455563;1513353115.455563;1513353115.4556;3;-0.5513011;1;
1513353115.465561;1513353115.465561;1513353115.465603;3;-0.5513154;1;
1513353115.475567;1513353115.475567;1513353115.475606;3;-0.5513295;1;
1513353115.485563;1513353115.485563;1513353115.4856;3;-0.5513433;1;
1513353115.49556;1513353115.49556;1513353115.495596;3;-0.5513567;1;
1513353115.50557;1513353115.50557;1513353115.505609;3;-0.55137;1;
1513353115.51556;1513353115.51556;1513353115.515597;3;-0.5513829;1;
1513353115.525566;1513353115.525566;1513353115.525604;3;-0.5513956;1;
1513353115.535566;1513353115.535566;1513353115.535604;3;-0.5514081;1;
1513353115.545562;1513353115.545562;1513353115.545599;3;-0.5514203;1;
1513353115.55556;1513353115.55556;1513353115.555597;3;-0.5514322;1;
1513353115.565567;1513353115.565567;1513353115.565604;3;-0.5514439;1;
1513353115.575563;1513353115.575563;1513353115.575599;3;-0.5514554;1;
1513353115.585618;1513353115.585618;1513353115.58567;3;-0.5514666;1;
1513353115.595555;1513353115.595555;1513353115.595594;3;-0.5514777;1;
1513353115.605554;1513353115.605554;1513353115.605592;3;-0.5514885;1;
1513353115.615599;1513353115.615599;1513353115.615637;3;-0.5514991;1;
1513353115.62557;1513353115.62557;1513353115.625607;3;-0.5515094;1;
1513353115.635572;1513353115.635572;1513353115.63561;3;-0.5515196;1;
1513353115.645574;1513353115.645574;1513353115.645614;3;-0.5515296;1;
1513353115.655566;1513353115.655566;1513353115.655603;3;-0.5515393;1;
1513353115.66564;1513353115.66564;1513353115.665678;3;-0.5515489;1;
1513353115.675564;1513353115.675564;1513353115.675602;3;-0.5515583;1;
1513353115.685573;1513353115.685573;1513353115.685612;3;-0.5515674;1;
1513353115.695572;1513353115.695572;1513353115.695609;3;-0.5515765;1;
1513353115.705578;1513353115.705578;1513353115.705619;3;-0.5515853;1;
1513353115.715562;1513353115.715562;1513353115.715599;3;-0.551594;1;
1513353115.725561;1513353115.725561;1513353115.725598;3;-0.5516024;1;
1513353115.735564;1513353115.735564;1513353115.7356;3;-0.5516107;1;
1513353115.745568;1513353115.745568;1513353115.745611;3;-0.5516189;1;
1513353115.755569;1513353115.755569;1513353115.755607;3;-0.5516269;1;
1513353115.765565;1513353115.765565;1513353115.765608;3;-0.5516347;1;
1513353115.775552;1513353115.775552;1513353115.775605;3;-0.5516424;1;
1513353115.785573;1513353115.785573;1513353115.785612;3;-0.5516498;1;
1513353115.795565;1513353115.795565;1513353115.795602;3;-0.5516572;1;
1513353115.805568;1513353115.805568;1513353115.805606;3;-0.5516644;1;
1513353115.815568;1513353115.815568;1513353115.815606;3;-0.5516715;1;
1513353115.825564;1513353115.825564;1513353115.825602;3;-0.5516784;1;
1513353115.835554;1513353115.835554;1513353115.835593;3;-0.5516852;1;
1513353115.845549;1513353115.845549;1513353115.845585;3;-0.5516918;1;
1513353115.855552;1513353115.855552;1513353115.855596;3;-0.5516984;1;
1513353115.865556;1513353115.865556;1513353115.865594;3;-0.5517048;1;
1513353115.875577;1513353115.875577;1513353115.875615;3;-0.551711;1;
1513353115.885567;1513353115.885567;1513353115.885606;3;-0.5517172;1;
1513353115.895626;1513353115.895626;1513353115.895666;3;-0.5517232;1;
1513353115.905585;1513353115.905585;1513353115.905627;3;-0.551729;1;
1513353115.915581;1513353115.915581;1513353115.915624;3;-0.5517348;1;
1513353115.925579;1513353115.925579;1513353115.92562;3;-0.5517405;1;
1513353115.935562;1513353115.935562;1513353115.935603;3;-0.551746;1;
1513353115.945575;1513353115.945575;1513353115.945615;3;-0.5517515;1;
1513353115.955581;1513353115.955581;1513353115.955626;3;-0.5517568;1;
1513353115.965602;1513353115.965602;1513353115.965657;3;-0.551762;1;
1513353115.975619;1513353115.975619;1513353115.975676;3;-0.5517671;1;
1513353115.985574;1513353115.985574;1513353115.985613;3;-0.5517721;1;
1513353115.99556;1513353115.99556;1513353115.995596;3;-0.5517771;1;
1513353116.005573;1513353116.005573;1513353116.005612;3;-0.5517819;1;
1513353116.015541;1513353116.015541;1513353116.015578;3;-0.5517866;1;
1513353116.025567;1513353116.025567;1513353116.025605;3;-0.5517912;1;
1513353116.035564;1513353116.035564;1513353116.035602;3;-0.5517957;1;
1513353116.045588;1513353116.045588;1513353116.045626;3;-0.5518002;1;
1513353116.055567;1513353116.055567;1513353116.055603;3;-0.5518045;1;
1513353116.065566;1513353116.065566;1513353116.065601;3;-0.5518088;1;
1513353116.075566;1513353116.075566;1513353116.075604;3;-0.551813;1;
1513353116.085564;1513353116.085564;1513353116.0856;3;-0.5518171;1;
1513353116.095554;1513353116.095554;1513353116.095592;3;-0.5518211;1;
1513353116.10557;1513353116.10557;1513353116.105607;3;-0.551825;1;
1513353116.115566;1513353116.115566;1513353116.115603;3;-0.5518289;1;
1513353116.125566;1513353116.125566;1513353116.125605;3;-0.5518327;1;
1513353116.135566;1513353116.135566;1513353116.135603;3;-0.5518364;1;
1513353116.145548;1513353116.145548;1513353116.145584;3;-0.55184;1;
1513353116.155696;1513353116.155696;1513353116.155733;3;-0.5518435;1;
1513353116.165575;1513353116.165575;1513353116.165619;3;-0.551847;1;
1513353116.175581;1513353116.175581;1513353116.175618;3;-0.5518504;1;
1513353116.185581;1513353116.185581;1513353116.185619;3;-0.5518538;1;
1513353116.195566;1513353116.195566;1513353116.195604;3;-0.5518571;1;
1513353116.205601;1513353116.205601;1513353116.205638;3;-0.5518603;1;
1513353116.215564;1513353116.215564;1513353116.215599;3;-0.5518634;1;
1513353116.225567;1513353116.225567;1513353116.225605;3;-0.5518665;1;
1513353116.23557;1513353116.23557;1513353116.235608;3;-0.5518696;1;
1513353116.24556;1513353116.24556;1513353116.245596;3;-0.5518725;1;
1513353116.255583;1513353116.255583;1513353116.255624;3;-0.5518754;1;
1513353116.265581;1513353116.265581;1513353116.265619;3;-0.5518783;1;
1513353116.275551;1513353116.275551;1513353116.2756;3;-0.5518811;1;
1513353116.285561;1513353116.285561;1513353116.285609;3;-0.5518838;1;
1513353116.295528;1513353116.295528;1513353116.295566;3;-0.5518865;1;
1513353116.305629;1513353116.305629;1513353116.305666;3;-0.5518891;1;
1513353116.315576;1513353116.315576;1513353116.315619;3;-0.5518917;1;
1513353116.325558;1513353116.325558;1513353116.3256;3;-0.5518942;1;
1513353116.335565;1513353116.335565;1513353116.335604;3;-0.5518967;1;
1513353116.345571;1513353116.345571;1513353116.345609;3;-0.5518991;1;
1513353116.355563;1513353116.355563;1513353116.355599;3;-0.5519015;1;
1513353116.365565;1513353116.365565;1513353116.365601;3;-0.5519038;1;
1513353116.375569;1513353116.375569;1513353116.375606;3;-0.551906;1;
1513353116.385564;1513353116.385564;1513353116.385606;3;-0.5519083;1;
1513353116.395557;1513353116.395557;1513353116.395597;3;-0.5519105;1;
1513353116.405593;1513353116.405593;1513353116.405642;3;-0.5519127;1;
1513353116.415569;1513353116.415569;1513353116.415609;3;-0.5519148;1;
1513353116.425566;1513353116.425566;1513353116.425603;3;-0.5519168;1;
1513353116.435559;1513353116.435559;1513353116.435596;3;-0.5519188;1;
1513353116.445561;1513353116.445561;1513353116.445597;3;-0.5519208;1;
1513353116.455562;1513353116.455562;1513353116.455597;3;-0.5519227;1;
1513353116.465567;1513353116.465567;1513353116.465607;3;-0.5519246;1;
1513353116.475566;1513353116.475566;1513353116.475603;3;-0.5519265;1;
1513353116.485573;1513353116.485573;1513353116.48561;3;-0.5519283;1;
1513353116.495568;1513353116.495568;1513353116.495605;3;-0.5519301;1;
1513353116.505528;1513353116.505528;1513353116.505569;3;-0.5519319;1;
1513353116.515553;1513353116.515553;1513353116.515591;3;-0.5519336;1;
1513353116.525559;1513353116.525559;1513353116.525596;3;-0.5519353;1;
1513353116.53557;1513353116.53557;1513353116.535608;3;-0.5519369;1;
1513353116.545556;1513353116.545556;1513353116.545594;3;-0.5519385;1;
1513353116.555553;1513353116.555553;1513353116.555591;3;-0.5519401;1;
1513353116.565555;1513353116.565555;1513353116.565595;3;-0.5519417;1;
1513353116.575551;1513353116.575551;1513353116.575589;3;-0.5519432;1;
1513353116.585553;1513353116.585553;1513353116.585591;3;-0.5519447;1;
1513353116.595547;1513353116.595547;1513353116.595585;3;-0.5519462;1;
