SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;latitude;longitude;
1513353118.072368;1513353118.072368;1513353118.072414;57.77337154493465;12.76687512235394;
1513353118.08243;1513353118.08243;1513353118.082519;57.77337154493465;12.76687512235394;
1513353118.092389;1513353118.092389;1513353118.092437;57.77337154493465;12.76687512235394;
1513353118.102377;1513353118.102377;1513353118.102418;57.77337154493465;12.76687512235394;
1513353118.112387;1513353118.112387;1513353118.112424;57.77337154493465;12.76687512235394;
1513353118.122472;1513353118.122472;1513353118.122509;57.77337154493465;12.76687512235394;
1513353118.132347;1513353118.132347;1513353118.132391;57.77337154493465;12.76688512235394;
1513353118.142382;1513353118.142382;1513353118.142423;57.77337154493465;12.76688512235394;
1513353118.152352;1513353118.152352;1513353118.15239;57.77337154493465;12.76688512235394;
1513353118.162388;1513353118.162388;1513353118.162427;57.77337154493465;12.76688512235394;
1513353118.172348;1513353118.172348;1513353118.172385;57.77337154493465;12.76688512235394;
1513353118.182346;1513353118.182346;1513353118.182385;57.77337154493465;12.76688512235394;
1513353118.19239;1513353118.19239;1513353118.192427;57.77337154493465;12.76688512235394;
1513353118.202361;1513353118.202361;1513353118.202403;57.77337154493465;12.76688512235394;
1513353118.212369;1513353118.212369;1513353118.21241;57.77337154493465;12.76688512235394;
1513353118.222362;1513353118.222362;1513353118.222404;57.77337154493465;12.76688512235394;
1513353118.23234;1513353118.23234;1513353118.232379;57.77337154493465;12.76688512235394;
1513353118.242363;1513353118.242363;1513353118.242405;57.77337154493465;12.76688512235394;
1513353118.252357;1513353118.252357;1513353118.2524;57.77337154493465;12.76689512235394;
1513353118.262353;1513353118.262353;1513353118.262398;57.77337154493465;12.76689512235394;
1513353118.272362;1513353118.272362;1513353118.272401;57.77337154493465;12.76689512235394;
1513353118.282357;1513353118.282357;1513353118.282399;57.77337154493465;12.76689512235394;
1513353118.292354;1513353118.292354;1513353118.292393;57.77337154493465;12.76689512235394;
1513353118.302356;1513353118.302356;1513353118.302398;57.77337154493465;12.76689512235394;
1513353118.312416;1513353118.312416;1513353118.312455;57.77337154493465;12.76689512235394;
1513353118.322343;1513353118.322343;1513353118.322383;57.77337154493465;12.76689512235394;
1513353118.332353;1513353118.332353;1513353118.33239;57.77337154493465;12.76689512235394;
1513353118.342376;1513353118.342376;1513353118.342415;57.77337154493465;12.76689512235394;
1513353118.352436;1513353118.352436;1513353118.352474;57.77337154493465;12.76689512235394;
1513353118.362379;1513353118.362379;1513353118.362418;57.77337154493465;12.76690512235394;
1513353118.372355;1513353118.372355;1513353118.372392;57.77337154493465;12.76690512235394;
1513353118.382377;1513353118.382377;1513353118.382414;57.77337154493465;12.76690512235394;
1513353118.392345;1513353118.392345;1513353118.392387;57.77337154493465;12.76690512235394;
1513353118.402354;1513353118.402354;1513353118.402392;57.77337154493465;12.76690512235394;
1513353118.412361;1513353118.412361;1513353118.4124;57.77337154493465;12.76690512235394;
1513353118.422397;1513353118.422397;1513353118.422434;57.77337154493465;12.76690512235394;
1513353118.432415;1513353118.432415;1513353118.432459;57.77336154493464;12.76690512235394;
1513353118.442403;1513353118.442403;1513353118.442442;57.77336154493464;12.76690512235394;
1513353118.452354;1513353118.452354;1513353118.452399;57.77336154493464;12.76690512235394;
1513353118.462413;1513353118.462413;1513353118.462486;57.77336154493464;12.76690512235394;
1513353118.472392;1513353118.472392;1513353118.472446;57.77336154493464;12.76691512235394;
1513353118.48235;1513353118.48235;1513353118.482397;57.77336154493464;12.76691512235394;
1513353118.492345;1513353118.492345;1513353118.492387;57.77336154493464;12.76691512235394;
1513353118.502368;1513353118.502368;1513353118.502407;57.77336154493464;12.76691512235394;
1513353118.512358;1513353118.512358;1513353118.512396;57.77336154493464;12.76691512235394;
1513353118.522368;1513353118.522368;1513353118.522408;57.77336154493464;12.76691512235394;
1513353118.532334;1513353118.532334;1513353118.532382;57.77336154493464;12.76691512235394;
1513353118.542413;1513353118.542413;1513353118.542453;57.77336154493464;12.76691512235394;
1513353118.552356;1513353118.552356;1513353118.552395;57.77336154493464;12.76691512235394;
1513353118.562431;1513353118.562431;1513353118.562472;57.77336154493464;12.76691512235394;
1513353118.572365;1513353118.572365;1513353118.572402;57.77336154493464;12.76692512235394;
1513353118.582374;1513353118.582374;1513353118.582415;57.77336154493464;12.76692512235394;
1513353118.592367;1513353118.592367;1513353118.592406;57.77336154493464;12.76692512235394;
1513353118.602375;1513353118.602375;1513353118.602416;57.77336154493464;12.76692512235394;
1513353118.612441;1513353118.612441;1513353118.612525;57.77336154493464;12.76692512235394;
1513353118.622371;1513353118.622371;1513353118.622411;57.77336154493464;12.76692512235394;
1513353118.632356;1513353118.632356;1513353118.632394;57.77336154493464;12.76692512235394;
1513353118.642419;1513353118.642419;1513353118.642498;57.77336154493464;12.76692512235394;
1513353118.652372;1513353118.652372;1513353118.652415;57.77336154493464;12.76692512235394;
