SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;
1513353128.799671;1513353128.799671;1513353128.799975;
1513353129.79651;1513353129.79651;1513353129.796573;
1513353130.796805;1513353130.796805;1513353130.797292;
1513353131.796513;1513353131.796513;1513353131.796573;
