SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;groundSpeed;
1513353119.098062;1513353119.098062;1513353119.098127;4.999414663519501;
1513353119.108091;1513353119.108091;1513353119.108155;5.001938698427016;
1513353119.118022;1513353119.118022;1513353119.118099;5.007274916663135;
1513353119.127941;1513353119.127941;1513353119.128386;5.015052982192545;
1513353119.138364;1513353119.138364;1513353119.138409;5.025023552415641;
1513353119.14796;1513353119.14796;1513353119.14805;5.036962521964897;
1513353119.158529;1513353119.158529;1513353119.158593;5.050668668944442;
1513353119.168014;1513353119.168014;1513353119.168057;5.065961315856383;
1513353119.178117;1513353119.178117;1513353119.17817;5.082678147965646;
1513353119.187838;1513353119.187838;1513353119.187898;5.100673239869713;
1513353119.197855;1513353119.197855;1513353119.198027;5.119815296097324;
1513353119.207882;1513353119.207882;1513353119.207947;5.139986092083516;
1513353119.218503;1513353119.218503;1513353119.218541;5.161079096489947;
1513353119.227961;1513353119.227961;1513353119.228452;5.182998252662979;
1513353119.238568;1513353119.238568;1513353119.23861;5.205656900105612;
1513353119.248005;1513353119.248005;1513353119.248393;5.22897681772811;
1513353119.259201;1513353119.259201;1513353119.25928;5.252887372377055;
1513353119.268131;1513353119.268131;1513353119.268172;5.27732476089311;
1513353119.278002;1513353119.278002;1513353119.278065;5.302231332289935;
1513353119.287872;1513353119.287872;1513353119.28792;5.327554981974267;
1513353119.297813;1513353119.297813;1513353119.297879;5.353248608510767;
1513353119.307842;1513353119.307842;1513353119.3079;5.379269625568905;
1513353119.317827;1513353119.317827;1513353119.317864;5.405579523997366;
1513353119.327833;1513353119.327833;1513353119.327891;5.432143477143829;
1513353119.338501;1513353119.338501;1513353119.338536;5.458929985953175;
1513353119.347823;1513353119.347823;1513353119.347886;5.485910558497237;
1513353119.358273;1513353119.358273;1513353119.358338;5.51307277779002;
1513353119.367978;1513353119.367978;1513353119.368043;5.540378670705952;
1513353119.380151;1513353119.380151;1513353119.380198;5.567807268193486;
1513353119.389224;1513353119.389224;1513353119.389272;5.595353215515556;
1513353119.397982;1513353119.397982;1513353119.398041;5.622984407541107;
1513353119.408067;1513353119.408067;1513353119.408115;5.650685442720166;
1513353119.418392;1513353119.418392;1513353119.418456;5.678456165433358;
1513353119.428295;1513353119.428295;1513353119.428355;5.706268848929924;
1513353119.438694;1513353119.438694;1513353119.438756;5.734126063989199;
1513353119.450221;1513353119.450221;1513353119.450285;5.762016280087728;
1513353119.457908;1513353119.457908;1513353119.457974;5.789915175006514;
1513353119.467911;1513353119.467911;1513353119.467951;5.817814643611364;
1513353119.477871;1513353119.477871;1513353119.477935;5.845704160829043;
1513353119.487895;1513353119.487895;1513353119.487961;5.873570763884675;
1513353119.49794;1513353119.49794;1513353119.498247;5.901402792894386;
1513353119.507856;1513353119.507856;1513353119.507904;5.929203663464699;
1513353119.51797;1513353119.51797;1513353119.518033;5.956948675466841;
1513353119.528129;1513353119.528129;1513353119.52819;5.98462951189768;
1513353119.537906;1513353119.537906;1513353119.537966;6.01223871676032;
1513353119.547888;1513353119.547888;1513353119.547947;6.039769613172401;
1513353119.557933;1513353119.557933;1513353119.557994;6.067216228769021;
1513353119.568095;1513353119.568095;1513353119.568155;6.094571369295262;
1513353119.577942;1513353119.577942;1513353119.577982;6.121848025906049;
1513353119.587833;1513353119.587833;1513353119.587898;6.149024640593968;
1513353119.598131;1513353119.598131;1513353119.598216;6.176097590476919;
1513353119.608442;1513353119.608442;1513353119.6085;6.203077218076305;
1513353119.617879;1513353119.617879;1513353119.617937;6.229945777460437;
1513353119.627919;1513353119.627919;1513353119.62798;6.256700896979384;
1513353119.637883;1513353119.637883;1513353119.637947;6.283340497891977;
1513353119.647882;1513353119.647882;1513353119.647944;6.309862766577745;
1513353119.657868;1513353119.657868;1513353119.65793;6.336266128771451;
1513353119.667893;1513353119.667893;1513353119.667955;6.362549226865737;
1513353119.678129;1513353119.678129;1513353119.678188;6.388710898980344;
1513353119.687861;1513353119.687861;1513353119.687925;6.414750159877445;
1513353119.697971;1513353119.697971;1513353119.698005;6.440666184013184;
1513353119.707851;1513353119.707851;1513353119.707911;6.466458290060285;
1513353119.718565;1513353119.718565;1513353119.718626;6.492125926944744;
1513353119.728195;1513353119.728195;1513353119.728656;6.517668661300151;
1513353119.73787;1513353119.73787;1513353119.737929;6.543086165445896;
1513353119.748103;1513353119.748103;1513353119.748163;6.56837820751621;
1513353119.758082;1513353119.758082;1513353119.758146;6.59354464187401;
1513353119.76793;1513353119.76793;1513353119.767994;6.618585400468943;
1513353119.778357;1513353119.778357;1513353119.77842;6.643500485299727;
1513353119.78792;1513353119.78792;1513353119.787983;6.668289961637702;
1513353119.798113;1513353119.798113;1513353119.79817;6.692966377211563;
1513353119.807917;1513353119.807917;1513353119.807985;6.717516234206255;
1513353119.817864;1513353119.817864;1513353119.817912;6.741939871320585;
1513353119.827968;1513353119.827968;1513353119.828027;6.766237654943778;
1513353119.837855;1513353119.837855;1513353119.837915;6.790409978221334;
1513353119.847893;1513353119.847893;1513353119.847954;6.814457258128022;
1513353119.857969;1513353119.857969;1513353119.858031;6.838379933064204;
1513353119.868011;1513353119.868011;1513353119.868067;6.862178460222962;
1513353119.878365;1513353119.878365;1513353119.878425;6.885853313693775;
1513353119.887924;1513353119.887924;1513353119.887989;6.909404982518219;
1513353119.898177;1513353119.898177;1513353119.898242;6.932833968705542;
1513353119.907898;1513353119.907898;1513353119.907966;6.956152532145727;
1513353119.917936;1513353119.917936;1513353119.918004;6.979359960902136;
1513353119.928055;1513353119.928055;1513353119.928121;7.002444045908217;
1513353119.937909;1513353119.937909;1513353119.937971;7.025417114133115;
1513353119.94802;1513353119.94802;1513353119.948084;7.048267172497773;
1513353119.957879;1513353119.957879;1513353119.957939;7.070995057619116;
1513353119.968157;1513353119.968157;1513353119.96822;7.093601583758878;
1513353119.978052;1513353119.978052;1513353119.978116;7.116087545287362;
