SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;currentLocation;intersectionLocation;errAngle;errDistance;
1513353118.227229;1513353118.227229;1513353118.227287;0;184.1933504601446;-0.2760088955818614;0;
1513353118.23704;1513353118.23704;1513353118.237096;0;184.1933504601446;-0.2760088955818614;0;
1513353118.247061;1513353118.247061;1513353118.24713;0;184.1933504601446;-0.2760088955818614;0;
1513353118.257047;1513353118.257047;1513353118.257111;0;184.1933504601446;-0.2760088955818614;0;
1513353118.267042;1513353118.267042;1513353118.267109;0;184.1933504601446;-0.2760088955818614;0;
1513353118.277039;1513353118.277039;1513353118.277104;0;184.1933504601446;-0.2760088955818614;0;
1513353118.287039;1513353118.287039;1513353118.287085;0;184.1933504601446;-0.2760088955818614;0;
1513353118.297077;1513353118.297077;1513353118.297138;0;184.1933504601446;-0.2760088955818614;0;
1513353118.307034;1513353118.307034;1513353118.307096;0;184.1933504601446;-0.2760088955818614;0;
1513353118.317305;1513353118.317305;1513353118.317369;0;184.1933504601446;-0.2760088955818614;0;
1513353118.327693;1513353118.327693;1513353118.327762;0;184.1933504601446;-0.2760088955818614;0;
1513353118.337028;1513353118.337028;1513353118.337067;0;184.1933504601446;-0.2760088955818614;0;
1513353118.347105;1513353118.347105;1513353118.347171;0;184.1933504601446;-0.2760088955818614;0;
1513353118.357144;1513353118.357144;1513353118.357209;0;184.1933504601446;-0.2760088955818614;0;
1513353118.367032;1513353118.367032;1513353118.367078;0;184.1933504601446;-0.2760088955818614;0;
1513353118.377034;1513353118.377034;1513353118.377102;0;184.1933504601446;-0.2760088955818614;0;
1513353118.387039;1513353118.387039;1513353118.387101;0;184.1933504601446;-0.2760088955818614;0;
1513353118.397036;1513353118.397036;1513353118.397102;0;184.1933504601446;-0.2760088955818614;0;
1513353118.407021;1513353118.407021;1513353118.407076;0;184.1933504601446;-0.2760088955818614;0;
1513353118.417042;1513353118.417042;1513353118.417088;0;184.1933504601446;-0.2760088955818614;0;
1513353118.42704;1513353118.42704;1513353118.427088;0;184.1933504601446;-0.2760088955818614;0;
1513353118.437037;1513353118.437037;1513353118.437085;0;184.1933504601446;-0.2760088955818614;0;
1513353118.447029;1513353118.447029;1513353118.447094;0;184.1933504601446;-0.2760088955818614;0;
1513353118.457072;1513353118.457072;1513353118.457133;0;184.1933504601446;-0.2760088955818614;0;
1513353118.467052;1513353118.467052;1513353118.467093;0;184.1933504601446;-0.2760088955818614;0;
1513353118.477009;1513353118.477009;1513353118.477069;0;184.1933504601446;-0.2760088955818614;0;
1513353118.487109;1513353118.487109;1513353118.487172;0;184.1933504601446;-0.2760088955818614;0;
1513353118.497048;1513353118.497048;1513353118.497105;0;184.1933504601446;-0.2760088955818614;0;
1513353118.5071;1513353118.5071;1513353118.507163;0;184.1933504601446;-0.2760088955818614;0;
1513353118.517034;1513353118.517034;1513353118.51708;0;184.1933504601446;-0.2760088955818614;0;
1513353118.527108;1513353118.527108;1513353118.527178;0;184.1933504601446;-0.2760088955818614;0;
1513353118.537049;1513353118.537049;1513353118.537108;0;184.1933504601446;-0.2760088955818614;0;
1513353118.547036;1513353118.547036;1513353118.547097;0;184.1933504601446;-0.2760088955818614;0;
1513353118.557308;1513353118.557308;1513353118.557381;0;184.1933504601446;-0.2760088955818614;0;
1513353118.567068;1513353118.567068;1513353118.56713;0;184.1933504601446;-0.2760088955818614;0;
1513353118.577043;1513353118.577043;1513353118.577082;0;184.1933504601446;-0.2760088955818614;0;
1513353118.587048;1513353118.587048;1513353118.587114;0;184.1933504601446;-0.2760088955818614;0;
1513353118.597046;1513353118.597046;1513353118.597109;0;184.1933504601446;-0.2760088955818614;0;
1513353118.607075;1513353118.607075;1513353118.607114;0;184.1933504601446;-0.2760088955818614;0;
1513353118.617033;1513353118.617033;1513353118.617092;0;184.1933504601446;-0.2760088955818614;0;
1513353118.627088;1513353118.627088;1513353118.627152;0;184.1933504601446;-0.2760088955818614;0;
1513353118.638123;1513353118.638123;1513353118.638193;0;184.1933504601446;-0.2760088955818614;0;
1513353118.647054;1513353118.647054;1513353118.647095;0;184.1933504601446;-0.2760088955818614;0;
1513353118.657773;1513353118.657773;1513353118.657837;0;184.1933504601446;-0.2760088955818614;0;
1513353118.667059;1513353118.667059;1513353118.667103;0;184.1933504601446;-0.2760088955818614;0;
1513353118.677192;1513353118.677192;1513353118.677257;0;184.1933504601446;-0.2760088955818614;0;
1513353118.687031;1513353118.687031;1513353118.687101;0;184.1933504601446;-0.2760088955818614;0;
1513353118.697158;1513353118.697158;1513353118.697221;0;184.1933504601446;-0.2760088955818614;0;
1513353118.707094;1513353118.707094;1513353118.707165;0;184.1933504601446;-0.2760088955818614;0;
1513353118.717056;1513353118.717056;1513353118.717127;0;184.1933504601446;-0.2760088955818614;0;
1513353118.727037;1513353118.727037;1513353118.727106;0;184.1933504601446;-0.2760088955818614;0;
1513353118.73704;1513353118.73704;1513353118.737103;0;184.1933504601446;-0.2760088955818614;0;
1513353118.747111;1513353118.747111;1513353118.747176;0;184.1933504601446;-0.2760088955818614;0;
1513353118.757088;1513353118.757088;1513353118.757149;0;184.1933504601446;-0.2760088955818614;0;
1513353118.767114;1513353118.767114;1513353118.767179;0;184.1933504601446;-0.2760088955818614;0;
