SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;vehicleID;time.seconds;time.microseconds;timeSlot;
1513176481.246848;1513176481.246848;1513176481.247183;113;1513176493;244011;3;
1513176487.221547;1513176487.221547;1513176487.22171;113;1513176493;244011;2;
1513176492.227217;1513176492.227217;1513176492.227624;113;1513176493;244011;1;
