SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;vehicleID;entryTime.seconds;entryTime.microseconds;exitTime.seconds;exitTime.microseconds;
1513176481.244862;1513176481.244862;1513176481.245199;113;1513176496;241997;1513176501;241997;
