SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;currentLocation;intersectionLocation;errAngle;errDistance;
1513353109.054175;1513353109.054175;1513353109.054242;0;184.1933504601446;-0.2760088955818614;0;
1513353109.063908;1513353109.063908;1513353109.063954;0;184.1933504601446;-0.2760088955818614;0;
1513353109.073905;1513353109.073905;1513353109.073944;0;184.1933504601446;-0.2760088955818614;0;
1513353109.083934;1513353109.083934;1513353109.083974;0;184.1933504601446;-0.2760088955818614;0;
1513353109.093932;1513353109.093932;1513353109.093974;0;184.1933504601446;-0.2760088955818614;0;
1513353109.103948;1513353109.103948;1513353109.103993;0;184.1933504601446;-0.2760088955818614;0;
1513353109.113968;1513353109.113968;1513353109.114024;0;184.1933504601446;-0.2760088955818614;0;
1513353109.124094;1513353109.124094;1513353109.12416;0;184.1933504601446;-0.2760088955818614;0;
1513353109.133945;1513353109.133945;1513353109.133988;0;184.1933504601446;-0.2760088955818614;0;
1513353109.143942;1513353109.143942;1513353109.143984;0;184.1933504601446;-0.2760088955818614;0;
1513353109.153972;1513353109.153972;1513353109.154016;0;184.1933504601446;-0.2760088955818614;0;
1513353109.163924;1513353109.163924;1513353109.163966;0;184.1933504601446;-0.2760088955818614;0;
1513353109.173927;1513353109.173927;1513353109.173971;0;184.1933504601446;-0.2760088955818614;0;
1513353109.18393;1513353109.18393;1513353109.183973;0;184.1933504601446;-0.2760088955818614;0;
1513353109.193974;1513353109.193974;1513353109.194016;0;184.1933504601446;-0.2760088955818614;0;
1513353109.203926;1513353109.203926;1513353109.203969;0;184.1933504601446;-0.2760088955818614;0;
1513353109.213917;1513353109.213917;1513353109.213958;0;184.1933504601446;-0.2760088955818614;0;
1513353109.223968;1513353109.223968;1513353109.22401;0;184.1933504601446;-0.2760088955818614;0;
1513353109.233937;1513353109.233937;1513353109.233983;0;184.1933504601446;-0.2760088955818614;0;
1513353109.243965;1513353109.243965;1513353109.244016;0;184.1933504601446;-0.2760088955818614;0;
1513353109.253932;1513353109.253932;1513353109.253975;0;184.1933504601446;-0.2760088955818614;0;
1513353109.263914;1513353109.263914;1513353109.263957;0;184.1933504601446;-0.2760088955818614;0;
1513353109.273916;1513353109.273916;1513353109.273959;0;184.1933504601446;-0.2760088955818614;0;
1513353109.283984;1513353109.283984;1513353109.284027;0;184.1933504601446;-0.2760088955818614;0;
1513353109.293936;1513353109.293936;1513353109.293994;0;184.1933504601446;-0.2760088955818614;0;
1513353109.303962;1513353109.303962;1513353109.304009;0;184.1933504601446;-0.2760088955818614;0;
1513353109.313951;1513353109.313951;1513353109.313997;0;184.1933504601446;-0.2760088955818614;0;
1513353109.323935;1513353109.323935;1513353109.323987;0;184.1933504601446;-0.2760088955818614;0;
1513353109.334013;1513353109.334013;1513353109.334061;0;184.1933504601446;-0.2760088955818614;0;
1513353109.343974;1513353109.343974;1513353109.344024;0;184.1933504601446;-0.2760088955818614;0;
1513353109.353991;1513353109.353991;1513353109.35404;0;184.1933504601446;-0.2760088955818614;0;
1513353109.363931;1513353109.363931;1513353109.36399;0;184.1933504601446;-0.2760088955818614;0;
1513353109.373984;1513353109.373984;1513353109.374081;0;184.1933504601446;-0.2760088955818614;0;
1513353109.383944;1513353109.383944;1513353109.383994;0;184.1933504601446;-0.2760088955818614;0;
1513353109.393939;1513353109.393939;1513353109.393997;0;184.1933504601446;-0.2760088955818614;0;
1513353109.403945;1513353109.403945;1513353109.404007;0;184.1933504601446;-0.2760088955818614;0;
1513353109.413953;1513353109.413953;1513353109.414005;0;184.1933504601446;-0.2760088955818614;0;
1513353109.423954;1513353109.423954;1513353109.424013;0;184.1933504601446;-0.2760088955818614;0;
1513353109.433944;1513353109.433944;1513353109.433997;0;184.1933504601446;-0.2760088955818614;0;
1513353109.443942;1513353109.443942;1513353109.443993;0;184.1933504601446;-0.2760088955818614;0;
1513353109.454198;1513353109.454198;1513353109.454248;0;184.1933504601446;-0.2760088955818614;0;
1513353109.463946;1513353109.463946;1513353109.463998;0;184.1933504601446;-0.2760088955818614;0;
1513353109.473957;1513353109.473957;1513353109.474009;0;184.1933504601446;-0.2760088955818614;0;
1513353109.483946;1513353109.483946;1513353109.483998;0;184.1933504601446;-0.2760088955818614;0;
1513353109.493973;1513353109.493973;1513353109.494025;0;184.1933504601446;-0.2760088955818614;0;
1513353109.503958;1513353109.503958;1513353109.504011;0;184.1933504601446;-0.2760088955818614;0;
1513353109.513911;1513353109.513911;1513353109.513963;0;184.1933504601446;-0.2760088955818614;0;
1513353109.52398;1513353109.52398;1513353109.524034;0;184.1933504601446;-0.2760088955818614;0;
1513353109.534079;1513353109.534079;1513353109.534136;0;184.1933504601446;-0.2760088955818614;0;
1513353109.543956;1513353109.543956;1513353109.54401;0;184.1933504601446;-0.2760088955818614;0;
1513353109.553943;1513353109.553943;1513353109.553996;0;184.1933504601446;-0.2760088955818614;0;
1513353109.56398;1513353109.56398;1513353109.564064;0;184.1933504601446;-0.2760088955818614;0;
1513353109.573996;1513353109.573996;1513353109.574073;0;184.1933504601446;-0.2760088955818614;0;
1513353109.583926;1513353109.583926;1513353109.583976;0;184.1933504601446;-0.2760088955818614;0;
1513353109.593917;1513353109.593917;1513353109.593966;0;184.1933504601446;-0.2760088955818614;0;
1513353109.603926;1513353109.603926;1513353109.603976;0;184.1933504601446;-0.2760088955818614;0;
1513353109.613941;1513353109.613941;1513353109.613988;0;184.1933504601446;-0.2760088955818614;0;
1513353109.623924;1513353109.623924;1513353109.623972;0;184.1933504601446;-0.2760088955818614;0;
1513353109.633944;1513353109.633944;1513353109.633991;0;184.1933504601446;-0.2760088955818614;0;
1513353109.643924;1513353109.643924;1513353109.643971;0;184.1933504601446;-0.2760088955818614;0;
1513353109.653942;1513353109.653942;1513353109.65399;0;184.1933504601446;-0.2760088955818614;0;
1513353109.66392;1513353109.66392;1513353109.663994;0;184.1933504601446;-0.2760088955818614;0;
1513353109.674001;1513353109.674001;1513353109.674125;0;184.1933504601446;-0.2760088955818614;0;
1513353109.683939;1513353109.683939;1513353109.683988;0;184.1933504601446;-0.2760088955818614;0;
1513353109.693929;1513353109.693929;1513353109.693976;0;184.1933504601446;-0.2760088955818614;0;
1513353109.703928;1513353109.703928;1513353109.703975;0;184.1933504601446;-0.2760088955818614;0;
1513353109.713938;1513353109.713938;1513353109.714;0;184.1933504601446;-0.2760088955818614;0;
1513353109.723949;1513353109.723949;1513353109.724009;0;184.1933504601446;-0.2760088955818614;0;
1513353109.73393;1513353109.73393;1513353109.733972;0;184.1933504601446;-0.2760088955818614;0;
1513353109.743921;1513353109.743921;1513353109.743962;0;184.1933504601446;-0.2760088955818614;0;
1513353109.753981;1513353109.753981;1513353109.754036;0;184.1933504601446;-0.2760088955818614;0;
1513353109.764124;1513353109.764124;1513353109.764169;0;184.1933504601446;-0.2760088955818614;0;
1513353109.774142;1513353109.774142;1513353109.774184;0;184.1933504601446;-0.2760088955818614;0;
1513353109.784169;1513353109.784169;1513353109.784211;0;184.1933504601446;-0.2760088955818614;0;
1513353109.794216;1513353109.794216;1513353109.794312;0;184.1933504601446;-0.2760088955818614;0;
1513353109.804233;1513353109.804233;1513353109.804324;0;184.1933504601446;-0.2760088955818614;0;
1513353109.813949;1513353109.813949;1513353109.814004;0;184.1933504601446;-0.2760088955818614;0;
1513353109.823951;1513353109.823951;1513353109.824008;0;184.1933504601446;-0.2760088955818614;0;
1513353109.833908;1513353109.833908;1513353109.833957;0;184.1933504601446;-0.2760088955818614;0;
1513353109.843919;1513353109.843919;1513353109.84397;0;184.1933504601446;-0.2760088955818614;0;
1513353109.853913;1513353109.853913;1513353109.853951;0;184.1933504601446;-0.2760088955818614;0;
1513353109.864108;1513353109.864108;1513353109.864146;0;184.1933504601446;-0.2760088955818614;0;
1513353109.873918;1513353109.873918;1513353109.873957;0;184.1933504601446;-0.2760088955818614;0;
1513353109.883888;1513353109.883888;1513353109.883929;0;184.1933504601446;-0.2760088955818614;0;
1513353109.893984;1513353109.893984;1513353109.894029;0;184.1933504601446;-0.2760088955818614;0;
1513353109.903965;1513353109.903965;1513353109.904007;0;184.1933504601446;-0.2760088955818614;0;
1513353109.914;1513353109.914;1513353109.914042;0;184.1933504601446;-0.2760088955818614;0;
1513353109.923896;1513353109.923896;1513353109.923941;0;184.1933504601446;-0.2760088955818614;0;
1513353109.933866;1513353109.933866;1513353109.933909;0;184.1933504601446;-0.2760088955818614;0;
1513353109.943928;1513353109.943928;1513353109.943973;0;184.1933504601446;-0.2760088955818614;0;
1513353109.953985;1513353109.953985;1513353109.954031;0;184.1933504601446;-0.2760088955818614;0;
1513353109.96393;1513353109.96393;1513353109.963975;0;184.1933504601446;-0.2760088955818614;0;
1513353109.973946;1513353109.973946;1513353109.974005;0;184.1933504601446;-0.2760088955818614;0;
1513353109.983965;1513353109.983965;1513353109.984013;0;184.1933504601446;-0.2760088955818614;0;
1513353109.993952;1513353109.993952;1513353109.994017;0;184.1933504601446;-0.2760088955818614;0;
1513353110.003945;1513353110.003945;1513353110.003994;0;184.1933504601446;-0.2760088955818614;0;
1513353110.013993;1513353110.013993;1513353110.014039;0;184.1933504601446;-0.2760088955818614;0;
1513353110.02393;1513353110.02393;1513353110.023973;0;184.1933504601446;-0.2760088955818614;0;
1513353110.034122;1513353110.034122;1513353110.034197;0;184.1933504601446;-0.2760088955818614;0;
1513353110.043964;1513353110.043964;1513353110.044007;0;184.1933504601446;-0.2760088955818614;0;
1513353110.053923;1513353110.053923;1513353110.053967;0;184.1933504601446;-0.2760088955818614;0;
1513353110.063975;1513353110.063975;1513353110.064018;0;184.1933504601446;-0.2760088955818614;0;
1513353110.073967;1513353110.073967;1513353110.074029;0;184.1933504601446;-0.2760088955818614;0;
1513353110.083976;1513353110.083976;1513353110.084025;0;184.1933504601446;-0.2760088955818614;0;
1513353110.093994;1513353110.093994;1513353110.094041;0;184.1933504601446;-0.2760088955818614;0;
1513353110.103955;1513353110.103955;1513353110.104003;0;184.1933504601446;-0.2760088955818614;0;
1513353110.113972;1513353110.113972;1513353110.114024;0;184.1933504601446;-0.2760088955818614;0;
1513353110.123951;1513353110.123951;1513353110.12401;0;184.1933504601446;-0.2760088955818614;0;
1513353110.133955;1513353110.133955;1513353110.134019;0;184.1933504601446;-0.2760088955818614;0;
1513353110.143936;1513353110.143936;1513353110.143983;0;184.1933504601446;-0.2760088955818614;0;
1513353110.153929;1513353110.153929;1513353110.153976;0;184.1933504601446;-0.2760088955818614;0;
1513353110.163966;1513353110.163966;1513353110.164014;0;184.1933504601446;-0.2760088955818614;0;
1513353110.173946;1513353110.173946;1513353110.173999;0;184.1933504601446;-0.2760088955818614;0;
1513353110.183952;1513353110.183952;1513353110.184018;0;184.1933504601446;-0.2760088955818614;0;
1513353110.193954;1513353110.193954;1513353110.194025;0;184.1933504601446;-0.2760088955818614;0;
1513353110.203916;1513353110.203916;1513353110.203961;0;184.1933504601446;-0.2760088955818614;0;
1513353110.213903;1513353110.213903;1513353110.213954;0;184.1933504601446;-0.2760088955818614;0;
1513353110.223901;1513353110.223901;1513353110.223945;0;184.1933504601446;-0.2760088955818614;0;
1513353110.233955;1513353110.233955;1513353110.233998;0;184.1933504601446;-0.2760088955818614;0;
