SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;vehicleID;plannedTrajectory;velocity;distanceToIntersection;
1513353121.714206;1513353121.714206;1513353121.714246;120;NS;8.459853355384293;97.39942765627264;
1513353122.714226;1513353122.714226;1513353122.714591;120;NS;8.432367160427923;88.95296264424458;
1513353123.714235;1513353123.714235;1513353123.714282;120;NS;7.345186994387499;80.92103328159278;
1513353124.714294;1513353124.714294;1513353124.714354;120;NS;6.174499655363574;74.21918458656999;
1513353125.714206;1513353125.714206;1513353125.714248;120;NS;5.011371796834438;68.60903048609521;
1513353126.71425;1513353126.71425;1513353126.714316;120;NS;4.939438356731138;63.68758790127043;
1513353127.714162;1513353127.714162;1513353127.714206;120;NS;4.942663034364033;58.69460026421865;
1513353128.714169;1513353128.714169;1513353128.714239;120;NS;4.942516578068548;53.80156229155014;
1513353129.714791;1513353129.714791;1513353129.714829;120;NS;4.942523790258603;48.80961166401048;
1513353130.714189;1513353130.714189;1513353130.714227;120;NS;5.142842215614009;43.8035622627979;
1513353131.714295;1513353131.714295;1513353131.714334;120;NS;5.731346107663981;38.37904795441631;
1513353132.714293;1513353132.714293;1513353132.714357;120;NS;6.401979023093522;32.31874556002242;
1513353133.714208;1513353133.714208;1513353133.714255;120;NS;7.183208131389433;25.53514691392706;
1513353134.714476;1513353134.714476;1513353134.714529;120;NS;8.258934988812387;17.85556671172552;
1513353135.71421;1513353135.71421;1513353135.714258;120;NS;9.381012140737877;9.107147204450143;
