SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;t1;t2;t3;t4;v1;v2;v3;v4;t;s;scal;commandAcc;commandAcc2;commandV;commandV2;acctime;mindistance;maxdistance;averagedistance;desireda;mm;
1513353110.714316;1513353110.714316;1513353110.714378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353111.714371;1513353111.714371;1513353111.714452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353112.714472;1513353112.714472;1513353112.714536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353113.714611;1513353113.714611;1513353113.714649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353114.714391;1513353114.714391;1513353114.714456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353115.714292;1513353115.714292;1513353115.714357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353116.714399;1513353116.714399;1513353116.714459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353117.714284;1513353117.714284;1513353117.714346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353118.714396;1513353118.714396;1513353118.714434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353119.714321;1513353119.714321;1513353119.714384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353120.714336;1513353120.714336;1513353120.714491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353121.714349;1513353121.714349;1513353121.714414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353122.715041;1513353122.715041;1513353122.715592;5.680522421577384;14.001615;14.001615;0;8.432367160427923;2.669723424538526;11.11111111111111;11.11111111111111;14.001615;88.86863723667467;88.86863723667469;0;0;0;0;1.339371975341594;119.8606758072854;153.7795827116695;136.8201292594775;1.014456648212509;12;
1513353123.71453;1513353123.71453;1513353123.714592;4.63187682438673;13.001538;13.001538;0;7.345186994387499;2.678439263762749;11.11111111111111;11.11111111111111;13.001538;80.92103328159278;80.92103328159277;0;0;0;0;1.882962058361806;99.044273937865;140.9159872201032;119.9801305789841;1.007528461476874;12;
1513353124.714706;1513353124.714706;1513353124.714772;3.51204897468828;12.001655;12.001655;0;6.174499655363574;2.69134094411967;11.11111111111111;11.11111111111111;12.001655;74.15732325966412;74.1573232596641;0;0;0;0;2.468305727873768;80.19674782754696;127.2591890559677;103.7279684417574;0.9917739576946133;12;
1513353125.71493;1513353125.71493;1513353125.714994;6.599688157243988;11.001654;11.001654;0;5.011371796834438;5.011371796834438;11.11111111111111;11.11111111111111;11.001654;68.55880062971174;68.55880062971173;0;0;0;0;3.049869657138336;64.4350834996639;112.9388950744669;88.6869892870654;0;1;
1513353126.714853;1513353126.714853;1513353126.71497;5.38835741786063;10.001625;10.001625;0;4.939438356731138;4.939438356731138;11.11111111111111;11.11111111111111;10.001625;63.63819907731803;63.63819907731803;0;0;0;0;3.085836377189986;58.92479630143009;101.6067805198776;80.26578841065387;0;1;
1513353127.714427;1513353127.714427;1513353127.714469;4.396727062720251;9.001633;9.001633;0;4.942663034364033;4.942663034364033;11.11111111111111;11.11111111111111;9.001633;58.69460026421865;58.69460026421865;0;0;0;0;3.084224038373539;54.0044765968926;90.50570652556327;72.25509156122793;0;1;
1513353128.714701;1513353128.714701;1513353128.714765;3.396402027549542;8.001637000000001;8.001637000000001;0;4.942516578068548;4.942516578068548;11.11111111111111;11.11111111111111;8.001637000000001;53.75213716140385;53.75213716140385;0;0;0;0;3.084297266521281;49.06111315245734;79.39418814950713;64.22765065098224;0;1;
1513353129.715145;1513353129.715145;1513353129.715221;2.394711281966364;7.000982;7.000982;0;4.942523790258603;4.942523790258603;11.11111111111111;11.11111111111111;7.000982;48.80961166401048;48.80961166401048;0;0;0;0;3.084293660426254;44.11538747391783;68.2758215051433;56.19560448953056;0;1;
1513353130.714786;1513353130.714786;1513353130.714826;1.665918660172825;6.001603;6.001603;0;5.142842215614009;5.142842215614009;11.11111111111111;11.11111111111111;6.001603;43.8035622627979;43.8035622627979;0;0;0;0;2.984134447748551;39.77035567199523;57.77941937553823;48.77488752376674;0;1;
1513353131.715358;1513353131.715358;1513353131.715414;1.390228044250467;5.001479;5.001479;0;5.731346107663981;5.731346107663981;11.11111111111111;11.11111111111111;5.001479;38.37904795441631;38.37904795441631;0;0;0;0;2.689882501723565;35.90067507229176;48.33652101581026;42.11859804405101;0;1;
1513353132.714689;1513353132.714689;1513353132.714751;1.15546644876687;4.001506;4.001506;0;6.401979023093522;6.401979023093522;11.11111111111111;11.11111111111111;4.001506;32.31874556002242;32.31874556002242;0;0;0;0;2.354566044008795;31.16153872838209;38.91719652217855;35.03936762528032;0;1;
1513353133.714361;1513353133.714361;1513353133.714399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353134.714619;1513353134.714619;1513353134.71468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353135.714334;1513353135.714334;1513353135.714372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353136.71411;1513353136.71411;1513353136.714173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1513353137.71417;1513353137.71417;1513353137.714231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
