SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;latitude;longitude;
1513353110.336596;1513353110.336596;1513353110.336639;57.77337154493465;12.76687512235394;
1513353110.34653;1513353110.34653;1513353110.346568;57.77337154493465;12.76687512235394;
1513353110.35674;1513353110.35674;1513353110.356778;57.77337154493465;12.76687512235394;
1513353110.366546;1513353110.366546;1513353110.366585;57.77337154493465;12.76687512235394;
1513353110.376554;1513353110.376554;1513353110.376604;57.77337154493465;12.76687512235394;
1513353110.386545;1513353110.386545;1513353110.386595;57.77337154493465;12.76687512235394;
1513353110.396508;1513353110.396508;1513353110.396556;57.77337154493465;12.76688512235394;
1513353110.406551;1513353110.406551;1513353110.406595;57.77337154493465;12.76688512235394;
1513353110.416622;1513353110.416622;1513353110.41667;57.77337154493465;12.76688512235394;
1513353110.426574;1513353110.426574;1513353110.426647;57.77337154493465;12.76688512235394;
1513353110.436582;1513353110.436582;1513353110.436657;57.77337154493465;12.76688512235394;
1513353110.446516;1513353110.446516;1513353110.446565;57.77337154493465;12.76688512235394;
1513353110.456546;1513353110.456546;1513353110.4566;57.77337154493465;12.76688512235394;
1513353110.466592;1513353110.466592;1513353110.466682;57.77337154493465;12.76688512235394;
1513353110.478093;1513353110.478093;1513353110.478183;57.77337154493465;12.76688512235394;
1513353110.486582;1513353110.486582;1513353110.486658;57.77337154493465;12.76688512235394;
1513353110.496566;1513353110.496566;1513353110.496637;57.77337154493465;12.76688512235394;
1513353110.50654;1513353110.50654;1513353110.50658;57.77337154493465;12.76688512235394;
1513353110.516555;1513353110.516555;1513353110.516599;57.77337154493465;12.76689512235394;
1513353110.526524;1513353110.526524;1513353110.526562;57.77337154493465;12.76689512235394;
1513353110.536526;1513353110.536526;1513353110.536572;57.77337154493465;12.76689512235394;
1513353110.546543;1513353110.546543;1513353110.546581;57.77337154493465;12.76689512235394;
1513353110.556537;1513353110.556537;1513353110.556575;57.77337154493465;12.76689512235394;
1513353110.566527;1513353110.566527;1513353110.566566;57.77337154493465;12.76689512235394;
1513353110.57654;1513353110.57654;1513353110.576579;57.77337154493465;12.76689512235394;
1513353110.5866;1513353110.5866;1513353110.586662;57.77337154493465;12.76689512235394;
1513353110.596554;1513353110.596554;1513353110.596593;57.77337154493465;12.76689512235394;
1513353110.606541;1513353110.606541;1513353110.606579;57.77337154493465;12.76689512235394;
1513353110.616543;1513353110.616543;1513353110.616582;57.77337154493465;12.76689512235394;
1513353110.626541;1513353110.626541;1513353110.626581;57.77337154493465;12.76689512235394;
1513353110.636599;1513353110.636599;1513353110.636639;57.77337154493465;12.76689512235394;
1513353110.646592;1513353110.646592;1513353110.646632;57.77337154493465;12.76689512235394;
1513353110.65654;1513353110.65654;1513353110.65658;57.77337154493465;12.76690512235394;
1513353110.66654;1513353110.66654;1513353110.666579;57.77337154493465;12.76690512235394;
1513353110.67654;1513353110.67654;1513353110.676578;57.77337154493465;12.76690512235394;
1513353110.686604;1513353110.686604;1513353110.686667;57.77337154493465;12.76690512235394;
1513353110.696572;1513353110.696572;1513353110.696611;57.77337154493465;12.76690512235394;
1513353110.706538;1513353110.706538;1513353110.706577;57.77337154493465;12.76690512235394;
1513353110.716542;1513353110.716542;1513353110.716581;57.77337154493465;12.76690512235394;
1513353110.726541;1513353110.726541;1513353110.72658;57.77337154493465;12.76690512235394;
1513353110.736645;1513353110.736645;1513353110.736684;57.77336154493464;12.76690512235394;
1513353110.746637;1513353110.746637;1513353110.746676;57.77336154493464;12.76690512235394;
1513353110.756852;1513353110.756852;1513353110.75689;57.77336154493464;12.76690512235394;
1513353110.766608;1513353110.766608;1513353110.766646;57.77336154493464;12.76690512235394;
1513353110.776578;1513353110.776578;1513353110.776614;57.77336154493464;12.76690512235394;
1513353110.786531;1513353110.786531;1513353110.786569;57.77336154493464;12.76690512235394;
1513353110.796565;1513353110.796565;1513353110.796603;57.77336154493464;12.76691512235394;
1513353110.806577;1513353110.806577;1513353110.806615;57.77336154493464;12.76691512235394;
1513353110.816533;1513353110.816533;1513353110.816569;57.77336154493464;12.76691512235394;
1513353110.826551;1513353110.826551;1513353110.826602;57.77336154493464;12.76691512235394;
1513353110.836553;1513353110.836553;1513353110.836591;57.77336154493464;12.76691512235394;
1513353110.846532;1513353110.846532;1513353110.84657;57.77336154493464;12.76691512235394;
1513353110.85661;1513353110.85661;1513353110.856646;57.77336154493464;12.76691512235394;
1513353110.866544;1513353110.866544;1513353110.866582;57.77336154493464;12.76691512235394;
1513353110.876566;1513353110.876566;1513353110.876626;57.77336154493464;12.76691512235394;
1513353110.886552;1513353110.886552;1513353110.886593;57.77336154493464;12.76691512235394;
1513353110.896545;1513353110.896545;1513353110.896584;57.77336154493464;12.76691512235394;
1513353110.906535;1513353110.906535;1513353110.906573;57.77336154493464;12.76691512235394;
1513353110.916776;1513353110.916776;1513353110.916814;57.77336154493464;12.76691512235394;
1513353110.926553;1513353110.926553;1513353110.926592;57.77336154493464;12.76691512235394;
1513353110.936752;1513353110.936752;1513353110.936791;57.77336154493464;12.76691512235394;
1513353110.946752;1513353110.946752;1513353110.94679;57.77336154493464;12.76692512235394;
1513353110.956545;1513353110.956545;1513353110.956583;57.77336154493464;12.76692512235394;
1513353110.966552;1513353110.966552;1513353110.966589;57.77336154493464;12.76692512235394;
1513353110.976576;1513353110.976576;1513353110.976614;57.77336154493464;12.76692512235394;
1513353110.986588;1513353110.986588;1513353110.986629;57.77336154493464;12.76692512235394;
1513353110.996548;1513353110.996548;1513353110.996587;57.77336154493464;12.76692512235394;
1513353111.006544;1513353111.006544;1513353111.006583;57.77336154493464;12.76692512235394;
1513353111.016602;1513353111.016602;1513353111.01664;57.77336154493464;12.76692512235394;
