SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;vehicleID;entryTime.seconds;entryTime.microseconds;exitTime.seconds;exitTime.microseconds;
1513353121.719647;1513353121.721099;1513353121.721669;120;1513353136;715713;1513353141;715713;
1513353121.719647;1513353121.72476;1513353121.725017;120;1513353136;715713;1513353141;715713;
1513353127.545939;1513353127.550196;1513353127.550263;123;1513353141;716518;1513353146;716518;
1513353127.545939;1513353127.550617;1513353127.550675;123;1513353141;716518;1513353146;716518;
1513353127.801645;1513353127.805442;1513353127.805509;122;1513353136;716518;1513353141;716518;
1513353127.801645;1513353127.806312;1513353127.806344;122;1513353136;716518;1513353141;716518;
1513353128.624153;1513353128.72014;1513353128.720212;121;1513353141;716518;1513353146;716518;
1513353128.624153;1513353128.720587;1513353128.720658;121;1513353141;716518;1513353146;716518;
